Category,Subcategory,Product Title,Price,Rating,Reviews,Product URL
Clothing,SHOES,ASIAN,719,3.8,200,https://www.amazon.in/ASIAN-Tarzan-11-Sneaker-High-Neck-Lightweight/dp/B0CD4GCMZG/ref=sr_1_13
Clothing,SHOES,Campus,999,4.0,400,https://www.amazon.in/Campus-Mens-First-Running-Shoes/dp/B08X6BXXQG/ref=sr_1_14
Clothing,SHOES,Campus,899,4.3,100,https://www.amazon.in/Campus-Mens-OG-35-Sneakers-Off-WHT/dp/B0DJQTDLGB/ref=sr_1_15
Clothing,SHOES,Liberty,599,3.7,100,https://www.amazon.in/Liberty-Gola-SCHV-White-School-Uniform/dp/B0BYVVX1ZT/ref=sr_1_16
Clothing,SHOES,Campus,999,4.0,200,https://www.amazon.in/Campus-Mens-Black-Running-Shoes/dp/B08PS46J2N/ref=sr_1_17
Clothing,SHOES,SPARX,743,4.1,200,https://www.amazon.in/Sparx-SM-675-Orange-Sports-SX0675GGYNO0007/dp/B08WJ1PZC2/ref=sr_1_18
Clothing,SHOES,PUMA,3480,,,https://www.amazon.in/Unisex-Adult-FlexFocus-Jam-Lilac-Crush-White-31009328/dp/B0FLKJS4FG/ref=sr_1_19
Clothing,SHOES,BRUTON,445,3.7,100,https://www.amazon.in/BRUTON-Lite-Sport-Shoes-Running/dp/B0DHGM2YWR/ref=sr_1_20
Clothing,SHOES,SPARX,775,4.1,100,https://www.amazon.in/Sparx-Mens-Black-Sneakers-SM-162/dp/B00IZ95S3M/ref=sr_1_25
Clothing,SHOES,Skechers,2598,4.1,100,https://www.amazon.in/Skechers-Black-Mens-Casual-Shoes-232057ID-BBK-SUMMITS-Brisbane-UK6/dp/B09XXQ94ZX/ref=sr_1_26
Clothing,SHOES,Reebok,1299,3.9,100,https://www.amazon.in/Reebok-Runing-Sports-Energy-Runner/dp/B08D3L7853/ref=sr_1_27
Clothing,SHOES,ASIAN,679,3.7,100,https://www.amazon.in/ASIAN-Synthetic-Lightweight-Comfortable-Moscow-12/dp/B0CVTVT79X/ref=sr_1_28
Clothing,SHOES,Reebok,1319,4.3,50,https://www.amazon.in/Reebok-SUPERSPEED-Black-Running-Shoes/dp/B0F8H7BD91/ref=sr_1_29
Clothing,SHOES,new balance,6178,4.1,,https://www.amazon.in/Balance-Mens-MS327CBW-Casual-Black/dp/B0BH13ZM5R/ref=sr_1_30
Clothing,SHOES,SPARX,729,4.2,300,https://www.amazon.in/Womens-SX0170L-Running-Shoe-7-SX0170LBKGM0007/dp/B08PWVXTQS/ref=sr_1_31
Clothing,SHOES,Lancer,523,3.7,50,https://www.amazon.in/Lancer-Mens-WONDER-6-FBLK-Black-Running/dp/B0D8L7FY8X/ref=sr_1_32
Clothing,SHOES,Reebok,1379,4.1,100,https://www.amazon.in/Reebok-RWSORA4349-Women-Running-Shoes/dp/B0FK5G2S2H/ref=sr_1_33
Clothing,SHOES,Campus,1319,4.3,400,https://www.amazon.in/Campus-STRUT-Running-Shoes-L-Gry/dp/B0F4DGMRXH/ref=sr_1_34
Clothing,SHOES,ASIAN,1249,4.1,200,https://www.amazon.in/ASIAN-SUPERSTAR-01-Running-Superior-Cushioning/dp/B0CMGS64T1/ref=sr_1_35
Clothing,SHOES,Campus,1079,3.9,100,https://www.amazon.in/Campus-Terminator-R-Slate-Running-Shoes/dp/B0DJFK9QZV/ref=sr_1_36
Clothing,SHOES,Campus,1199,4.1,200,https://www.amazon.in/Campus-Mens-OG-34-Off-Sneakers/dp/B0DQDKGWMG/ref=sr_1_37
Clothing,SHOES,new balance,3123,,,https://www.amazon.in/Balance-Mens-M411YC3-Running-White/dp/B0F53GDLG2/ref=sr_1_38
Clothing,SHOES,Woodland,3116,4.2,,https://www.amazon.in/Woodland-Khaki-Sneakers-10-OGC-2706117/dp/B07DQTFXDP/ref=sr_1_39
Clothing,SHOES,SPARX,860,4.0,500,https://www.amazon.in/Sparx-Black-Running-Shoes-SM-414-42/dp/B07HL4CF4R/ref=sr_1_40
Clothing,SHOES,new balance,5228.,3.9,,https://www.amazon.in/Balance-Unisex-Lifestyle-Shoe-Black/dp/B0DS2KKSGZ/ref=sr_1_41
Clothing,SHOES,PUMA,2499,4.1,50,https://www.amazon.in/Unisex-Adult-Curves-White-Haute-Sneaker-40608807/dp/B0FD41B9M7/ref=sr_1_42
Clothing,SHOES,ASIAN,679,3.8,50,https://www.amazon.in/ASIAN-Cosco-Sports-Running-Shoes/dp/B07NDBH4VN/ref=sr_1_43
Clothing,SHOES,Campus,849,4.1,100,https://www.amazon.in/Campus-Mens-Black-N-Orange-Sneakers/dp/B09FY5HFGF/ref=sr_1_44
Clothing,SHOES,Campus,1217,4.3,200,https://www.amazon.in/Campus-Mens-Brisk-Sneakers-L-Sky/dp/B0DYYBJK4Y/ref=sr_1_45
Clothing,SHOES,Red Chief,1619,3.6,,https://www.amazon.in/Red-Chief-Leather-Casual-Sneaker/dp/B0CRBC6Z3V/ref=sr_1_46
Clothing,SHOES,Skechers,3119,4.2,,https://www.amazon.in/Skechers-Mens-Running-Shoes-GO-Velocity-2-0-220329ID-BKW-7/dp/B0F2TBRYMX/ref=sr_1_47
Clothing,SHOES,Skechers,2160,4.3,,https://www.amazon.in/Skechers-womens-NAVY-AQUA-Running/dp/B0BR4FV64V/ref=sr_1_48
Clothing,SHOES,Skechers,2343,4.0,,https://www.amazon.in/Skechers-894312ID-NVY-Skechers-Mens-Casual-Shoes-TERRENEX-894312ID-NVY-7/dp/B0DTJ4WXQ8/ref=sr_1_49
Clothing,SHOES,ASIAN,674,3.8,100,https://www.amazon.in/ASIAN-Mens-Future-01-Running-Shoes/dp/B08K733LG7/ref=sr_1_50
Clothing,SHOES,PUMA,2999,4.0,,https://www.amazon.in/Classicat-White-Metallic-Gold-Matte-Gold-Black-10780710/dp/B0F5HR2Y8W/ref=sr_1_51
Clothing,SHOES,Lify,489,3.9,100,https://www.amazon.in/Lify-Water-Shoes-Barefoot-Quick-Dry/dp/B0BNHJ53FM/ref=sr_1_52
Clothing,SHOES,PUMA,2499,3.7,,https://www.amazon.in/Unisex-Adult-SkyVolt-White-Sage-Frost-Lux-30927605/dp/B0FD42QJ8P/ref=sr_1_53
Clothing,SHOES,PUMA,1399,4.0,300,https://www.amazon.in/Puma-Snatch-Black-Puma-White-Sneaker/dp/B09RG9CW29/ref=sr_1_54
Clothing,SHOES,new balance,2068,2.6,,https://www.amazon.in/Balance-Running-Shoes-Black-Yellow/dp/B0DWXKZLV3/ref=sr_1_55
Clothing,SHOES,PUMA,2252,4.2,,https://www.amazon.in/Puma-Womens-Runwise-Mist-Carnation-Sneaker/dp/B0CTZT5YVL/ref=sr_1_56
